Restaurant ID,Restaurant,Address,Locality,Cuisines,Average Cost for two,Rating,Rating text,Votes
18390678,Smelling Salts,"C-2/13, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"North Indian, Chinese",1200,3,Average,53
3329,Wah Ji Wah,"9, Community Centre, Near Satyawati College, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"North Indian, Chinese",350,3,Average,142
18216896,Wheelyz,"B4/57A, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"North Indian, Chinese, Fast Food",550,3,Average,41
307767,Bell Pepperz,"A-4, Community Centre, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Chinese, Italian, North Indian",1300,4,Good,492
3332,Bharat Sweets,"B-2/3, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Mithai, Street Food",250,4,Good,28
980,Invitation,"3, Community Centre, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"North Indian, Chinese",1300,4,Good,457
18232098,Mystique Melange,"C-3/8, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"North Indian, Mughlai, Chinese, Continental",1800,4,Good,173
6574,Pandit Ji Paranthe Wale,"Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,North Indian,200,4,Good,131
2379,Raju Chat Palace,"76, Srinagar Colony, Bharat Nagar Road, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,Street Food,200,4,Good,123
309390,Seasonings - The Spice Mysteries,"B-1/6, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"North Indian, Mughlai, Chinese, Italian",1200,4,Good,274
300809,SGF - Spice Grill Flame,"9, Community Centre 2, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"North Indian, Chinese",500,4,Good,87
1192,Apni Rasoi,"1, Pocket B, DDA Market, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,North Indian,300,3,Average,78
310803,Bablu Kabab Shop,"Shop 42, DDA Market, Near Taxi Stand, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,"North Indian, Mughlai",500,3,Average,10
18250797,Cake o' Cuisine,"A-1/9, Satyawati Colony, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,Bakery,300,3,Average,26
198,Domino's Pizza,"2-4 & 25-27, Pocket B, Ground Floor, DDA Market, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,"Pizza, Fast Food",700,3,Average,101
18449782,Hunger Flames,"15, DDA Market 3, Satyawati Nagar, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,"Pizza, Fast Food, Chinese",500,3,Average,17
18057820,Puran Chand Ambala Wale Di Hatti,"Shop 8, DDA Market, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,"North Indian, Mughlai",600,3,Average,34
310215,The Cake Gallery,"12, Jain Colony, Veer Nagar, Near Rana Pratap Bagh, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,Bakery,500,3,Average,12
306841,Bablu Chic Inn,"Shop 9, Pocket B, DDA Market, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,"Mughlai, North Indian",750,4,Good,34
18412952,Masala Basket,"Shop 15, DDA Market, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,"North Indian, South Indian, Street Food",400,4,Good,46
18432191,Udta Punjab,"Shop 12, DDA Market, B Block, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,"North Indian, Mughlai",600,4,Good,31
18375420,Munch Nation,"Shop 29, Ground Floor, Durga Place DDA Market, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,"Fast Food, Italian, Chinese",350,4,Very Good,96
6286,Bengali Pastry Shop & Snack Bar,"34-37, Bengali Market, Barakhamba Road, New Delhi",Barakhamba Road,"North Indian, South Indian, Chinese",550,3,Average,70
1914,Bhimsain's Bengali Sweet House,"27-29, Bengali Market, Barakhamba Road, New Delhi",Barakhamba Road,"North Indian, South Indian, Chinese, Street Food, Mithai",400,3,Average,560
18163907,Cafe Coffee Day,"Shop D, Ground Floor, DCM Building, Barakhamba Road, New Delhi",Barakhamba Road,Cafe,450,3,Average,4
18344490,Colonel's Kababz,"Shop 44-45, Bengali Market, Barakhamba Road, New Delhi",Barakhamba Road,"North Indian, Fast Food",600,3,Average,38
18412878,Faasos,"Shop 30, Gandhi Market, Minto Road, Barakhamba Road, New Delhi",Barakhamba Road,"North Indian, Fast Food",600,3,Average,11
18294263,Karachi Bakery,"Shop 21, Bengali Market, Barakhamba Road, New Delhi",Barakhamba Road,"Bakery, Mithai",200,3,Average,4
588,Nathu's Sweets,"23-25, Bengali Market, Barakhamba Road, New Delhi",Barakhamba Road,"North Indian, South Indian, Street Food, Mithai",600,3,Average,421
7150,Sachdeva Confectioners,"1, Gandhi Market, Mirdard Road, Minto Road, Barakhamba Road, New Delhi",Barakhamba Road,"North Indian, Chinese",550,3,Average,68
18264634,Bengali Sweet House,"30-33, Bengali Market, Barakhamba Road, New Delhi",Barakhamba Road,"North Indian, Street Food, Chinese, South Indian, Mithai",400,4,Good,85
301534,Bijoli Grill,"3, Hailey Road, Banga Bhawan, Barakhamba Road, New Delhi",Barakhamba Road,"Bengali, North Indian, Chinese",800,4,Good,343
8340,Nathu's Pastry Shop,"12 & 13, Bengali Market, Barakhamba Road, New Delhi",Barakhamba Road,"Bakery, Desserts, Fast Food",300,4,Good,120
18400739,Balaji Dhaba,"Shop 23, NDMC Market, Babar Road, Near Bengal Market, Barakhamba Road, New Delhi",Barakhamba Road,North Indian,200,1,Not rated,3
304954,Bhagat Ji,Barakhamba Metro Station,Barakhamba Road,Fast Food,100,1,Not rated,2
18400737,Hangout Kathi Rolls,"Shop 39/40, NDMC Market, Babar Road, Barakhamba Road, New Delhi",Barakhamba Road,Fast Food,200,1,Not rated,2
18382583,Makers & Bakers,"Shop 40, Shankar Market, Barakhamba Road, New Delhi",Barakhamba Road,"Bakery, Desserts",350,1,Not rated,0
18249122,Habibi Express,"47-48, Bengali Market, Barakhamba Road, New Delhi",Barakhamba Road,"Lebanese, Arabian, Moroccan",750,2,Poor,55
7354,Cafe Coffee Day,"14-A, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar",Cafe,450,3,Average,49
9267,China Town,"Basant Lok Market, Opposite Modern Bazar, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Chinese, Fast Food",400,3,Average,7
7352,Domino's Pizza,"6, Basant Lok Market, Priya Cinema Complex, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Pizza, Fast Food",700,3,Average,90
304211,High Street Kitchen & Bar,"32, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar",North Indian,1200,3,Average,11
262,Pizza Hut,"41, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Italian, Pizza, Fast Food",1000,3,Average,161
4621,Sugar & Spice - Le Marche,"58, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Bakery, Fast Food",800,3,Average,67
2134,The Kathis,"3, PVR Priya, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Fast Food, North Indian",300,3,Average,23
303472,The Kylin Experience,"24, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Japanese, Chinese, Malaysian, Thai, Vietnamese",1700,3,Average,60
758,Arabian Nites,"59, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar",Lebanese,450,4,Good,239
7217,Asia Kitchen,"15-A, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Chinese, Thai, North Indian",1300,4,Good,137
307054,Dunkin' Donuts,"Priya Complex, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Burger, Desserts, Fast Food",600,4,Good,212
771,Krips Restaurant,"59, Community Centre, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","North Indian, Chinese",1000,4,Good,193
171,McDonald's,"Community Centre, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Fast Food, Burger",500,4,Good,202
304675,Yo! China,"46, 1st Floor, Priya Cinema Complex, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar",Chinese,1300,4,Good,332
3269,RPM,"40, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar",Finger Food,1800,2,Poor,92
3935,By The Way - Bellagio,"13 & 14, Ground Floor and Mezzanine Floor, Community Center, Ashok Vihar Phase 2, New Delhi","Bellagio, Ashok Vihar Phase 2","Italian, Continental",1000,3,Average,120
4166,Red - Bellagio,"13-14, 2nd Floor, Community Center, Ashok Vihar Phase 2, New Delhi","Bellagio, Ashok Vihar Phase 2",Chinese,1500,3,Average,137
3936,Soul Curry - Bellagio,"13 & 14, 1st Floor, Community Center, Ashok Vihar Phase 2, New Delhi","Bellagio, Ashok Vihar Phase 2","North Indian, Mughlai",1100,4,Good,158
5227,Alpha 63,"Best Western Taurus, IGI Airport Road, NH 8, Mahipalpur, New Delhi","Best Western Taurus Hotel, Mahipalpur","North Indian, Chinese, Continental",1500,3,Average,9
1862,Bite-N-Sip,"6, UG-58 & 59, Ansal Chamber 2, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"North Indian, Street Food",300,3,Average,38
819,Lotus Garden,"SF-9, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"Chinese, Japanese, Thai",2000,3,Average,59
2236,Meethas Sweets,"6, UG62, Ansal Chamber 2, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"Mithai, North Indian",200,3,Average,4
4150,Nirula's,"Saran Motors, HP Petrol Pump, Near Muhammadpur, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"Fast Food, North Indian, Desserts, Ice Cream",1100,3,Average,98
6394,Punjabi Tadka,"6, UG-64, Ansal Chamber 2, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,North Indian,250,3,Average,11
1867,Snack Bar,"9, UG-65 & 66, Somdutt Chamber 2, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"North Indian, Mughlai",250,3,Average,11
2608,South Indian Food,"6, UG-9, Ansal Chamber II, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,South Indian,150,3,Average,14
8388,Domino's Pizza,"30, 31, & 32, Upper Ground Floor, Ansal Chambers-1, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,"Pizza, Fast Food",700,2,Poor,71
3465,Southy,"UG-60, Ansal Chamber 2, Bhikaji Cama Place, New Delhi",Bhikaji Cama Place,South Indian,400,2,Poor,33
301581,Coffee Shop - Centaur Hotel,"Centaur Hotel, Near Aerocity, New Delhi","Centaur Hotel, Aerocity",Cafe,1500,1,Not rated,2
823,Al Kuresh,"7, Yashwant Place Market, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,"Chinese, North Indian",850,3,Average,85
18421499,Angan Bakery & Cafe,"Yashwant Palace Market, Chanakyapuri, New Delhi",Chanakyapuri,"Bakery, Italian, Fast Food, Chinese, Continental",600,3,Average,10
846,Bamboo Chopstix,"21, Yashwant Place, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,"Chinese, North Indian",700,3,Average,8
816,Bawarchis,"25, Yashwant Place Market, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,"Chinese, North Indian",700,3,Average,16
4055,Bikanervala,"Satya Marg, Yashwant Place Market, Chanakyapuri, New Delhi",Chanakyapuri,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",450,3,Average,113
18312487,Cafe Coffee Day,"1st Floor, BPCL Petrol Pump, Opposite Chanakyapuri Cinema, Chanakyapuri, New Delhi",Chanakyapuri,Cafe,450,3,Average,4
1630,Chanakya Bar-Be-Que,"27, Yashwant Place Market, Chanakyapuri, New Delhi",Chanakyapuri,"Chinese, North Indian",800,3,Average,17
308261,Chattisgarh Bhawan,"7, Chanakyapuri, New Delhi",Chanakyapuri,"North Indian, South Indian",450,3,Average,33
2587,Chimney,"26, Yashwant Place Market, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,Chinese,800,3,Average,66
849,China Town Sizzlers,"V-15, Yashwant Place Market, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,Chinese,800,3,Average,34
848,Chinese Bite,"12 & 13, Food Plaza, Yashwant Place, Chanakyapuri, New Delhi",Chanakyapuri,"Chinese, North Indian, Seafood",700,3,Average,31
852,Chinese Garden,"S14, Yashwant Place, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,Chinese,900,3,Average,17
312194,Costa Coffee,"Shantipath, Chanakyapuri, New Delhi",Chanakyapuri,Cafe,600,3,Average,4
7643,Food Point,"50, Malcha Market, Chanakyapuri, New Delhi",Chanakyapuri,Fast Food,200,3,Average,5
3238,Ikko,"6/48, Malcha Marg Shopping Centre, Chanakyapuri, New Delhi",Chanakyapuri,"North Indian, Mughlai",1650,3,Average,10
18396184,Jammu And Kashmir House,"9, Kautilya Marg, Chanakyapuri, New Delhi",Chanakyapuri,"Kashmiri, North Indian",500,3,Average,4
847,Laguna,"18, Yashwant Place, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,"Chinese, North Indian",900,3,Average,60
7575,Momo Point,"2, Yashwant Place Market, Chanakyapuri, New Delhi",Chanakyapuri,"Chinese, North Indian",700,3,Average,14
850,New Zaika,"12 & 13, Food Plaza, Yashwant Place, Chanakyapuri, New Delhi",Chanakyapuri,"Chinese, North Indian",700,3,Average,10
311856,Organic Express,"Delhi Organic Farmers Market, Palika Services Officers Institute, Vinay Marg, Chanakyapuri, New Delhi",Chanakyapuri,"Cafe, Healthy Food, North Indian",700,3,Average,7
851,Tamil Nadu House Canteen,"Opposite Chanakya Theatre, Chanakyapuri, New Delhi",Chanakyapuri,"South Indian, Chettinad, North Indian, Chinese",600,3,Average,161
18228885,The Chocolate Avenue,"New Moti Bagh, Near Leela Palace Hotel, Chanakyapuri, New Delhi",Chanakyapuri,Bakery,300,3,Average,28
824,Chimney Sizzlers,"V-10 & 16, Yashwant Place Market, Food Plaza, Chanakyapuri, New Delhi",Chanakyapuri,Chinese,800,4,Good,137
301102,Gujarat Bhawan Restaurant,"11, Kautilya Marg, Chanakyapuri, New Delhi",Chanakyapuri,"Gujarati, South Indian, North Indian",400,4,Good,203
18238246,Itäó»s Sinful,"Chanakyapuri, New Delhi",Chanakyapuri,"Bakery, Desserts",450,4,Good,20
6003,Jakoi,"1, Assam Bhavan, Chanakyapuri, New Delhi",Chanakyapuri,"Assamese, Chinese",600,4,Good,218
18469659,Arunachal Bhawan,"27, Kautilya Marg, Diplomatic Enclave, Chanakyapuri, New Delhi",Chanakyapuri,North Eastern,350,1,Not rated,0
18288994,Hotel New Tamil Nadu,"9, Bir Tikenderjith Marg, Chanakyapuri, New Delhi",Chanakyapuri,"South Indian, North Indian, Chinese",300,1,Not rated,1
845,Milan Food,"5, Yashwant Place, Food Plaza, Near Chanakya Cinema, Chanakyapuri, New Delhi",Chanakyapuri,"Chinese, North Indian",650,1,Not rated,2
18466422,Playboy Club,"Samrat Hotel, 50-B, Kautilya Marg, Chanakyapuri, New Delhi",Chanakyapuri,Finger Food,3000,1,Not rated,3
815,Moti Mahal Delux,"20/48, Malcha Marg Shopping Complex, Diplomatic Enclave, Chanakyapuri, New Delhi",Chanakyapuri,"North Indian, Mughlai",1600,2,Poor,164
305296,The Treat,"Behind Jesus & Mary College, Rizal Marg, Chanakyapuri, New Delhi",Chanakyapuri,"North Indian, Mughlai, Chinese",500,2,Poor,138
6079,Break Fast Point,"27, Satnam Park, Bhagat Singh Road, Chander Nagar, New Delhi",Chander Nagar,North Indian,200,3,Average,21
6117,Breakfast Corner,"K-14, Bhagat Singh Road, Satnam Park, Chander Nagar, New Delhi",Chander Nagar,North Indian,150,3,Average,6
18082202,Domino's Pizza,"14, Geeta Colony Road,  Sunder Park, Chander Nagar, New Delhi",Chander Nagar,"Pizza, Fast Food",700,3,Average,10
308574,Frontier,"K-9 Block, Main Road, Chander Nagar, New Delhi",Chander Nagar,Bakery,200,3,Average,10
6123,Prince Cafe,"108, Main Road, Chander Nagar, New Delhi",Chander Nagar,"South Indian, Chinese, Fast Food",300,3,Average,6
312157,Spicy Eleven,"3, Opposite Navjeevan Nursing Home, Chander Nagar, New Delhi",Chander Nagar,"North Indian, South Indian, Chinese",500,3,Average,15
302490,Vaishno Punjabi Dhaba,"H 1A, New Gobind Pura, Near, Chander Nagar, New Delhi",Chander Nagar,North Indian,400,3,Average,12
304697,Adarsh Bhojnalaya,"Ground Floor, Plot 482, Haveli Haider Quli, Near Andhra Bank, Chandni Chowk, New Delhi",Chandni Chowk,North Indian,300,3,Average,29
307713,Al Haj Bakery,"5080, Ballimaran Road, Katra Nawab, Chandni Chowk, New Delhi",Chandni Chowk,Bakery,150,3,Average,9
18384137,Anmol Chicken,"6283, Main Bara Hindu Rao, Near choti Masjid, MD Ismail Marg, Sadar Bazar, Chandni Chowk, New Delhi",Chandni Chowk,Mughlai,300,3,Average,4
5459,Babu Ram Paranthe Wale,"1984-1985, Gali Paranthe Wali, Chandni Chowk, New Delhi",Chandni Chowk,North Indian,150,3,Average,225
311703,Bhaijaan Kababs,"Shop 2202, Bazar Chitli Qabar, Near Jama Masjid, Chandni Chowk, New Delhi",Chandni Chowk,Mughlai,100,3,Average,8
308006,Bhikharam's,"251, Near Fathehpuri Masjid, Fatehpuri, Chandni Chowk, New Delhi",Chandni Chowk,"Mithai, Fast Food",300,3,Average,5
4053,Bikanervala,"382, Kucha Ghasi Ram, Fatehpuri, Chandni Chowk, New Delhi",Chandni Chowk,"North Indian, South Indian, Fast Food, Street Food, Chinese, Desserts, Mithai",550,3,Average,42
5468,Brijwasi Bhoj,"376, Near Kucha Ghasi Ram, Chandni Chowk, New Delhi",Chandni Chowk,North Indian,200,3,Average,16
5453,Brijwasi Restaurant,"379, Near Kucha Ghasi Ram, Chandni Chowk, New Delhi",Chandni Chowk,"North Indian, Fast Food, Chinese, South Indian",400,3,Average,39
681,Comesum,"Old Delhi Railway Station, Mori Gate, Chandni Chowk, New Delhi",Chandni Chowk,"North Indian, Street Food, Chinese, South Indian",350,3,Average,49
308008,Inderpuri Restaurant,"187, Church Mission Road, Fatehpuri, Chandni Chowk, New Delhi",Chandni Chowk,North Indian,250,3,Average,20
18272386,Kamdhenu Family Corner,"5469, Opposite Town Hall, Chandni Chowk, New Delhi",Chandni Chowk,"North Indian, South Indian",300,3,Average,4
306380,Khalsa Hindu Hotel,"711, Church Mission Road, Fatehpuri, Chandni Chowk, New Delhi",Chandni Chowk,North Indian,450,3,Average,5
312936,Mahalaxmi Mishthan Bhandar,"659, Church Mission Road, Fatehpuri, Chandni Chowk, New Delhi",Chandni Chowk,"Mithai, Street Food",100,3,Average,16
6698,McDonald's,"Near Sis Ganj Sahib Gurudwara, Chandni Chowk, New Delhi",Chandni Chowk,"Fast Food, Burger",500,3,Average,57
9961,McDonald's,"Platform 3, Old Delhi Railway Station, Chandni Chowk, New Delhi",Chandni Chowk,"Fast Food, Burger",500,3,Average,42
312925,Natraj Cafe,"Main Road Near Central Bank, Opposite Paranthe Wali Gali, Chandni Chowk, New Delhi",Chandni Chowk,"North Indian, Fast Food, South Indian",300,3,Average,21
18342132,Padam Chaat Corner,"Gali Barf Wali, Near Kinari Bazar, Chandni Chowk, New Delhi",Chandni Chowk,Street Food,100,3,Average,4
18323461,Pandit Ved Prakash Lemon Wale,"Opposite Town Hall, Chandni Chowk, New Delhi",Chandni Chowk,"Beverages, Street Food",50,3,Average,11
5466,Pt. Babu Ram Devi Dayal Paranthe Wale,"9074, Gali Paranthe Wale, Chandni Chowk, New Delhi",Chandni Chowk,North Indian,150,3,Average,53
18232088,Rabri Bhandar,"42-B, Gali Parathewali, Opposite Central Bank, Chandni Chowk, New Delhi",Chandni Chowk,Mithai,150,3,Average,7
304743,Ram Parshad Makhan Lal,"453, Khari Baoli, Chandni Chowk, New Delhi",Chandni Chowk,Mithai,100,3,Average,23
18128897,Rambhoj,"1894, Main Road, Opposite Dariba Kalan, Chandni Chowk, New Delhi",Chandni Chowk,"North Indian, South Indian",150,3,Average,4
18211151,Rehmatullah's Hotel,"105-110, Bazar Matia Mahal, Opposite Jama Masjid Gate 1, Chandni Chowk, New Delhi",Chandni Chowk,Mughlai,100,3,Average,5
5460,Sharma Bhojnalay,"Gali Paranthe Wali, Chandni Chowk, New Delhi",Chandni Chowk,North Indian,100,3,Average,9
311492,Shree Balaji Chaat Bhandar,"Shop 1462, Near Sheesh Ganj Sahib Gurudwara, Chandni Chowk, New Delhi",Chandni Chowk,Street Food,100,3,Average,16
303643,Shri Duli Chand Naresh Gupta,"934, Kucha Pati Ram, Sitaram Bazar, Chandni Chowk, New Delhi",Chandni Chowk,Desserts,100,3,Average,18
9156,Shri Hari Sharnam,"208, Katra Bariyan, Fatehpuri, Chandni Chowk, New Delhi",Chandni Chowk,"North Indian, South Indian",400,3,Average,14
9160,Sindhi Chicken,"Babu Market, Fauna Chowk, Chandni Chowk, New Delhi",Chandni Chowk,North Indian,400,3,Average,7
18235302,Soni Bhojnalaya,"161, Kucha Ghasi Ram, Fatehpuri, Chandni Chowk, New Delhi",Chandni Chowk,North Indian,300,3,Average,4
9157,Super Restaurant,"1937, HC Sen Road, Fountain, Chandni Chowk, New Delhi",Chandni Chowk,North Indian,250,3,Average,5
9159,Tiwari Ji Confectioner,"43/1, Gali Pranthe Wali, Chandni Chowk, New Delhi",Chandni Chowk,Street Food,100,3,Average,5
6706,Wah Ji Wah,"1908, Opposite Gurudwara Sis Ganj Sahib, Chandni Chowk, New Delhi",Chandni Chowk,"North Indian, Chinese",450,3,Average,59
18082089,Zaika Mughlai Foods,"6490, Fatehpuri, Chandni Chowk, New Delhi",Chandni Chowk,"Mughlai, Biryani",550,3,Average,10
312693,Al Yousuf,"5187, Ballimaran, Chandni Chowk, New Delhi",Chandni Chowk,Mughlai,200,4,Good,30
308209,Amritsari Lassi Wala,"Shop 295, Fatehpuri Chowk, Chandni Chowk, New Delhi",Chandni Chowk,Beverages,100,4,Good,112
306017,Annapurna Bhandar,"1463, Near Sheesh Ganj Gurudwara, Chandni Chowk, New Delhi",Chandni Chowk,Mithai,100,4,Good,59
304737,Bishan Swaroop Chaat Bhandar,"1421, Near Ashish Medicos, Chandni Chowk, New Delhi",Chandni Chowk,Street Food,150,4,Good,40
308318,Gole Hatti,"2-4, Church Mission Road, Fatehpuri, Chandni Chowk, New Delhi",Chandni Chowk,North Indian,150,4,Good,116
552,Haldiram's,"1454/2, Near Sheeshganj Gurudwara, Chandni Chowk, New Delhi",Chandni Chowk,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,4,Good,444
